geoid,tract_pop_city,poverty_rate,pov_quintile,race_group,excluded_reason
17031620400,5027,0.1798334458699077,Q4,hispanic,
17031630300,5385,0.15060015003750937,Q3,hispanic,
17031630400,7204,0.08309859154929577,Q2,hispanic,
17031630500,6271,0.20642201834862386,Q4,hispanic,
17031630600,3250,0.31388184124682855,Q5,hispanic,
17031630800,6641,0.12829697167046564,Q3,hispanic,
17031630900,5204,0.08483402039487958,Q2,hispanic,
17031640100,1312,0.06390210740992522,Q1,hispanic,
17031640300,6710,0.05568685376661743,Q1,hispanic,
17031640400,3390,0.08529674917983895,Q2,no_majority,
17031640500,3896,0.08096063382025254,Q2,no_majority,
17031640600,4063,0.07660359944623904,Q2,hispanic,
17031640700,3298,0.0724812030075188,Q2,hispanic,
17031640800,1799,0.18337912087912087,Q4,hispanic,
17031650100,4765,0.12190336031395634,Q3,hispanic,
17031650200,7251,0.061351511558980436,Q1,hispanic,
17031650301,5829,0.15465695668838636,Q3,hispanic,
17031650302,4522,0.1875116844269957,Q4,hispanic,
17031650400,6894,0.22913093196112064,Q4,hispanic,
17031650500,4401,0.18208881170925328,Q4,hispanic,
17031660301,1850,0.29762532981530343,Q5,hispanic,
17031660302,5549,0.11218934911242603,Q2,hispanic,
17031660400,5692,0.21221864951768488,Q4,hispanic,
17031660500,5013,0.11577534981790301,Q3,hispanic,
17031660600,6404,0.2500906782734857,Q4,hispanic,
17031660700,2076,0.2769409038238702,Q5,nh_black,
17031660800,6114,0.3615951742627346,Q5,hispanic,
17031660900,4446,0.33532695374800636,Q5,nh_black,
17031661000,5756,0.26017699115044246,Q5,nh_black,
17031661100,6633,0.11619179986101459,Q3,hispanic,
17031670100,1349,0.25313807531380755,Q4,nh_black,
17031670200,1325,0.2532221379833207,Q4,nh_black,
17031670300,1287,0.3954512105649303,Q5,nh_black,
17031670400,1585,0.32476319350473615,Q5,nh_black,
17031670500,1148,0.5157179269328802,Q5,nh_black,
17031670600,1339,0.41647597254004576,Q5,nh_black,
17031670700,1252,0.48331539289558667,Q5,nh_black,
17031670800,1477,0.2179023508137432,Q4,nh_black,
17031670900,1172,0.37747747747747745,Q5,nh_black,
17031671100,994,0.647982062780269,Q5,nh_black,
17031671200,980,0.2639257294429708,Q5,nh_black,
17031671300,2048,0.3941034897713598,Q5,nh_black,
17031671400,1558,0.4288563829787234,Q5,nh_black,
17031671500,2716,0.24959016393442623,Q4,nh_black,
17031671600,1804,0.356937248128958,Q5,nh_black,
17031671800,1142,0.3518821603927987,Q5,nh_black,
17031671900,1122,0.07850467289719626,Q2,nh_black,
17031672000,3397,0.21016393442622952,Q4,nh_black,
17031680500,1307,0.2440775305096913,Q4,nh_black,
17031680600,1165,0.1686746987951807,Q3,nh_black,
17031680900,3573,0.38143074581430747,Q5,nh_black,
17031681000,2573,0.374853572823116,Q5,nh_black,
17031681100,2873,0.27648456057007126,Q5,nh_black,
17031681200,2353,0.45577211394302847,Q5,nh_black,
17031681300,2182,0.371849738468854,Q5,nh_black,
17031681400,2474,0.07995618838992333,Q2,nh_black,
17031690300,2302,0.270253164556962,Q5,nh_black,
17031690400,3363,0.1595744680851064,Q3,nh_black,
17031690500,992,0.2503097893432466,Q4,nh_black,
17031690900,4250,0.3063479825237728,Q5,nh_black,
17031691000,2668,0.24708333333333332,Q4,nh_black,
17031691100,2980,0.20537974683544305,Q4,nh_black,
17031691200,2277,0.3630510153541357,Q5,nh_black,
17031691300,2374,0.24746450304259635,Q4,nh_black,
17031691400,3411,0.2815186246418338,Q5,nh_black,
17031691500,1806,0.4520624303232999,Q5,nh_black,
17031700100,3326,0.15606179628174915,Q3,nh_black,
17031700200,6554,0.21353034912356947,Q4,hispanic,
17031700301,5762,0.10473363021606466,Q2,hispanic,
17031700302,5662,0.17063633131887665,Q4,hispanic,
17031700401,5822,0.13472396486825597,Q3,no_majority,
17031700402,4082,0.06545033304373009,Q1,nh_black,
17031700501,6912,0.27283180026281206,Q5,nh_black,
17031700502,2978,0.07107540173053152,Q2,nh_black,
17031710100,1015,0.45875,Q5,nh_black,
17031710200,4635,0.36777668952007836,Q5,nh_black,
17031710300,1424,0.1700854700854701,Q4,nh_black,
17031710400,5424,0.35418953530918407,Q5,nh_black,
17031710500,4036,0.31607047517351844,Q5,nh_black,
17031710600,1706,0.2142064372918979,Q4,nh_black,
17031710700,3420,0.30675203725261935,Q5,nh_black,
17031710800,4804,0.20623806492679822,Q4,nh_black,
17031710900,1942,0.3519924098671727,Q5,nh_black,
17031711000,3058,0.20677671589921806,Q4,nh_black,
17031711100,2499,0.2192513368983957,Q4,nh_black,
17031711200,4687,0.12198168193172357,Q3,nh_black,
17031711300,1462,0.0906832298136646,Q2,nh_black,
17031711400,2394,0.1994080651128376,Q4,nh_black,
17031711500,2372,0.12459546925566344,Q3,nh_black,
17031720100,3344,0.12254753999396317,Q3,nh_white,
17031720200,4131,0.026097867001254705,Q1,nh_black,
17031720300,3637,0.028538147932440302,Q1,nh_white,
17031720400,1961,0.031079607415485277,Q1,nh_white,
17031720500,2086,0.03177966101694915,Q1,nh_white,
17031720600,1691,0.05129533678756477,Q1,nh_white,
17031720700,3073,0.10424323421316405,Q2,nh_black,
17031730100,2462,0.24293322408848833,Q4,nh_black,
17031730201,5627,0.12535721089731378,Q3,nh_black,
17031730202,2893,0.045454545454545456,Q1,nh_black,
17031730300,1046,0.15567567567567567,Q3,nh_black,
17031730400,3386,0.1380721043211455,Q3,nh_black,
17031730500,4220,0.25882934057792045,Q5,nh_black,
17031730600,3254,0.11286681715575621,Q2,nh_black,
17031730700,2281,0.18096577590248478,Q4,nh_black,
17031740100,3234,0.11023622047244094,Q2,nh_white,
17031740200,5830,0.061634349030470915,Q1,nh_white,
17031740300,4869,0.040179442168909694,Q1,nh_white,
17031740400,4695,0.03367231638418079,Q1,nh_white,
17031750100,3736,0.16309918601145615,Q3,nh_black,
17031750200,3024,0.07275541795665634,Q2,nh_black,
17031750300,2470,0.03948896631823461,Q1,nh_white,
17031750400,2909,0.029693170570768722,Q1,nh_white,
17031750500,5618,0.13016693163751988,Q3,nh_black,
17031750600,3420,0.2790633608815427,Q5,nh_black,
17031760801,4403,0.1395253682487725,Q3,nh_white,
17031760802,2374,0.05303030303030303,Q1,nh_white,
17031760803,6394,0.05380418308578357,Q1,nh_white,
17031770500,0,0.20915032679738563,,,low_city_pop
17031770602,0,0.03795272175233138,,,low_city_pop
17031770700,0,0.09547738693467336,,,low_city_pop
17031770800,0,0.034770979605483116,,,low_city_pop
17031770902,247,0.08154284235050478,,,low_city_pop
17031810400,326,0.033907238229093466,,,low_city_pop
17031823304,9,0.11479185119574845,,,low_city_pop
17031830500,4410,0.10559006211180125,Q2,hispanic,
17031830600,4935,0.1436429024751428,Q3,no_majority,
17031830700,4006,0.2544187204381379,Q4,no_majority,
17031830800,2405,0.06115107913669065,Q1,nh_white,
17031830900,3076,0.03777472527472527,Q1,nh_white,
17031831000,2633,0.057971014492753624,Q1,nh_white,
17031831100,6697,0.12369619509328632,Q3,hispanic,
17031831200,4832,0.10457375993128623,Q2,hispanic,
17031831300,1251,0.3152789005658852,Q5,hispanic,
17031831400,2820,0.26655112651646445,Q5,nh_black,
17031831500,4421,0.09370508766887037,Q2,hispanic,
17031831600,7745,0.06364016153739034,Q1,hispanic,
17031831700,2237,0.12701421800947868,Q3,hispanic,
17031831800,5868,0.18087147163606468,Q4,no_majority,
17031831900,3040,0.1082115518441197,Q2,nh_white,
17031832000,2062,0.07315598548972188,Q2,nh_white,
17031832100,3410,0.15799457994579946,Q3,nh_white,
17031832200,3289,0.07040498442367601,Q2,nh_white,
17031832300,2054,0.08275220827522083,Q2,nh_white,
17031832400,3601,0.048591938155715074,Q1,nh_white,
17031832500,3334,0.13157894736842105,Q3,nh_white,
17031832600,4147,0.021897810218978103,Q1,nh_white,
17031832900,1995,0.317429406037001,Q5,no_majority,
17031833000,5637,0.08314966940492888,Q2,nh_white,
17031833100,9493,0.05146476642913698,Q1,nh_white,
17031833300,2912,0.22422018348623854,Q4,no_majority,
17031833900,2333,0.46156847444401095,Q5,nh_black,
17031834000,3609,0.2022922636103152,Q4,nh_black,
17031834200,4693,0.17036063110443275,Q4,nh_black,
